gene	expression
MYO1E	33.27
BOLA2B	33.25
CAST	33.22
SNORA5A	33.22
GTPBP4	33.21
KIF22	33.21
CPOX	33.15
SPN	33.12
FGR	33.11
PLXNB2	33.06
CHD3	33.04
SNX25	33
GEMIN6	32.97
FLII	32.96
IER2	32.94
USP22	32.91
SNW1	32.88
GSTO1	32.84
TRAPPC2L	32.82
CEP55	32.79
CD83	32.75
HCP5	32.75
DPY30	32.73
ATXN7L3B	32.71
ARPC4	32.7
SMARCC1	32.7
FXYD5	32.69
NDE1	32.66
TAPBP	32.66
PLIN2	32.65
TRA2A	32.65
USP7	32.62
CDC26	32.6
ACLY	32.56
SUMO1	32.53
ZFP36	32.51
DHX38	32.5
RGS10	32.5
SRRT	32.5
FAM192A	32.47
LAMP3	32.45
MARCKSL1	32.44
SEC22B	32.39
CASP4	32.38
RPL31P11	32.34
SNORD15B	32.31
TRIM25	32.31
HSPA1A	32.24
CNOT1	32.2
GANAB	32.13
AHSA2	32.05
SLC39A7	32.04
ICAM2	31.99
MBD2	31.99
HSPA1B	31.98
VPS35	31.97
ELP2	31.95
PPHLN1	31.95
UBE2I	31.92
NT5DC2	31.85
HBXIP	31.84
HSP90B3P	31.81
RNF213	31.78
TXN	31.77
UQCR10	31.72
H2AFV	31.71
TCL1A	31.71
SUCLG1	31.7
SUGP2	31.7
WDR54	31.7
DCAF8	31.69
VDAC3	31.69
TOMM20	31.68
HSPA4	31.66
SNHG1	31.66
ILK	31.64
MRPL37	31.63
LSMD1	31.59
TRAPPC3	31.59
TMEM140	31.58
SAE1	31.57
GSTK1	31.56
NADSYN1	31.56
BLNK	31.54
LRRC59	31.54
GM2A	31.52
MCCC1	31.49
MRPL28	31.42
RSL24D1	31.4
SEC13	31.39
GNL2	31.38
TLK1	31.35
KIAA0922	31.34
SNRPA1	31.34
NUMB	31.32
BNIP3L	31.31
MRPS12	31.27
AP3D1	31.25
LSS	31.23
PITPNB	31.23
RAB8A	31.16
DNAJC9	31.12
ANKRD11	31.09
MTIF3	31.09
RBMXL1	31.07
DHCR7	31.04
RNASEK	31.04
SLC39A1	31.03
RAC1	31.02
SRSF10	31
IDI1	30.99
LOC728643	30.94
FERMT3	30.93
WASF2	30.92
CASP3	30.89
STK4	30.89
UTP3	30.89
BCL2	30.87
ATP2A2	30.82
G3BP1	30.82
TXNIP	30.81
ZBTB8OS	30.81
NDUFA2	30.77
C15orf57	30.73
SNORA60	30.73
NRBP1	30.71
RTN4	30.71
PSMD8	30.7
CEP57	30.69
CLPX	30.66
MKRN1	30.66
TRA2B	30.66
PTPN1	30.64
SGTA	30.61
XAB2	30.52
LYRM4	30.49
NDUFB5	30.43
CLK1	30.39
GLOD4	30.39
SNRNP70	30.39
YWHAH	30.39
TTC9C	30.37
RAD50	30.36
LSM7	30.33
SMC4	30.33
ZFP36L1	30.3
SDF2L1	30.29
ATP2A3	30.28
CACYBP	30.28
TRIAP1	30.27
BRK1	30.25
IL21R	30.25
BAG6	30.24
CD320	30.24
RPSAP9	30.23
THG1L	30.23
SELPLG	30.19
CTNNB1	30.18
MPG	30.16
SIPA1L1	30.15
PRKAB1	30.14
MRPS9	30.12
C21orf59	30.11
PSMD2	30.1
CDCA7L	30.06
APH1A	30.02
FBXO7	30.02
ARHGEF1	29.96
PIK3CD	29.96
NCOR2	29.95
TNFAIP8	29.94
HLA-DOA	29.89
COMT	29.87
PDCD6IP	29.82
SAMSN1	29.82
RRM1	29.79
HSPE1	29.78
STT3B	29.76
KDM2B	29.73
SLU7	29.71
EXOSC3	29.67
PIK3AP1	29.66
TGFB1	29.66
PRKAR1A	29.61
SNORA34	29.59
SNORA4	29.59
ALDH18A1	29.58
CDCA5	29.55
AP2A1	29.54
LCK	29.51
HVCN1	29.5
XPO6	29.48
SEMA4D	29.47
DDX18	29.46
SLC43A3	29.38
PLAC8	29.33
AIF1	29.32
BTLA	29.31
RPF2	29.3
FTSJ2	29.29
MAPKAP1	29.28
MRPL34	29.28
CCNB1	29.24
AKAP13	29.23
HAX1	29.19
MAT2A	29.17
CCDC69	29.13
ELF1	29.12
TARDBP	29.11
GYPC	29.1
PSMC3	29.1
CDC42SE1	29.08
GPCPD1	29.06
PEF1	29.05
TUBB6	29.05
HLA-DQA2	29.03
PIN1	29.03
SQRDL	28.96
WIBG	28.94
ZNF259	28.93
AKT1	28.88
NOC2L	28.88
AAMP	28.86
C6orf62	28.86
PDXDC1	28.86
SNRPD3	28.86
CPSF3	28.83
ARFGAP2	28.82
CCAR1	28.82
TEN1	28.8
SORL1	28.79
NFU1	28.77
CCDC104	28.68
NCOA3	28.68
CSDA	28.65
PHB	28.65
DHX9	28.64
GADD45A	28.6
LAT2	28.59
GMPS	28.57
ZCCHC6	28.57
MMADHC	28.56
NDUFA6	28.56
MCM6	28.54
LMAN1	28.52
SCARNA21	28.51
LSM10	28.5
MPHOSPH8	28.48
HARS	28.45
TSG101	28.45
MRPS31	28.43
SRP68	28.42
IRF2	28.4
DDIT3	28.38
SYF2	28.35
BTBD2	28.34
MBNL1	28.34
ATG3	28.32
NDC80	28.3
ZC3H7A	28.29
SPIB	28.27
NFKB1	28.26
HMHA1	28.2
STX10	28.2
RABGGTB	28.19
UBE2E1	28.17
VEGFA	28.17
VAV1	28.16
PSMC1	28.15
CAB39	28.08
DNMBP	28.07
VPS25	28.06
PTPN18	28.04
C17orf89	28.02
ARHGAP18	28
TNPO3	27.99
SPAG5	27.98
JUND	27.97
ZMAT2	27.95
LRP10	27.94
CLSTN1	27.93
GGA2	27.91
PPIF	27.91
CALM1	27.89
SELS	27.89
C2orf28	27.88
NOL7	27.88
NRD1	27.85
PAK1	27.85
PPCS	27.84
CDC20	27.83
CYB5A	27.82
AKAP8L	27.8
C11orf10	27.8
KIAA1967	27.79
STXBP2	27.78
PRMT2	27.77
RANBP1	27.76
ERGIC1	27.74
ROCK1	27.74
PUF60	27.73
NCF1	27.7
MRPL38	27.69
PREX1	27.69
SLC25A1	27.69
DHCR24	27.64
LOC100132247	27.64
PSD4	27.64
GGNBP2	27.63
WAC	27.61
DCTN5	27.55
C7orf49	27.53
EIF4EBP1	27.49
RPL22L1	27.49
METAP2	27.45
RPS6KA1	27.43
DNAJA2	27.42
ZNF217	27.4
MICAL1	27.38
UBE2Z	27.36
NASP	27.35
ARL2	27.34
ITGAL	27.34
AK2	27.32
TYK2	27.32
NSMCE1	27.31
C19orf48	27.29
SAMD10	27.29
LARP1	27.28
IAH1	27.27
TIMM9	27.27
PLCG1	27.23
AHSA1	27.2
C1orf38	27.19
CD63	27.17
PPAN-P2RY11	27.17
C22orf28	27.14
C21orf33	27.13
FTH1P3	27.13
BTG2	27.1
DDX54	27.08
ORC6	27.08
MRPS5	27.06
MED15	27.05
ARF6	27.03
ARHGAP9	27.03
CCNL2	27.03
PRKCH	27.01
NCOA4	26.98
ZMYND8	26.97
PSMA1	26.96
UBA7	26.94
YTHDF2	26.94
GOLGA3	26.91
CNTRL	26.84
DRAP1	26.82
MED10	26.81
NOMO2	26.81
ANKRD10	26.8
CAPN1	26.8
STT3A	26.74
PTPRC	26.69
AGPAT3	26.65
DAXX	26.64
SRP72	26.62
SNORA54	26.6
CNPY2	26.57
CLPTM1L	26.56
EMG1	26.56
SLC25A39	26.54
CD97	26.52
CCDC85B	26.5
HADH	26.5
SNORA29	26.5
POLR1E	26.49
LOC100506710	26.47
PA2G4P4	26.47
RGS19	26.45
LARP7	26.42
SEC11A	26.4
UBE2S	26.38
ACIN1	26.37
ANXA5	26.34
IARS2	26.34
KHSRP	26.33
ECI1	26.31
DNMT1	26.28
NUDT1	26.28
TMEM85	26.28
ALAS1	26.27
GINS2	26.26
WHSC1L1	26.25
KIAA0100	26.23
RNF20	26.23
TOP1P1	26.23
RAD23B	26.21
MX2	26.2
PIM3	26.19
RDBP	26.19
MRPS6	26.17
TMEM214	26.17
USE1	26.17
C16orf13	26.16
GTF2I	26.16
LOC647979	26.16
PPWD1	26.16
RALB	26.16
SETD2	26.16
SLC15A4	26.16
PHF19	26.15
RNF6	26.15
MRPL45	26.13
TXLNA	26.13
INSIG1	26.12
CLK3	26.09
EIF3IP1	26.07
FUT11	26.07
GRK6	26.07
LPCAT1	26.07
UBE2C	26.07
PIGY	26.04
RAF1	26.01
ILF2	26
MRPL24	26
RAB11B	26
SERINC3	26
MIOS	25.99
EDEM1	25.92
AP2B1	25.89
PRPF19	25.89
GMNN	25.88
GOLGA4	25.88
TBRG4	25.87
TMOD1	25.87
VKORC1	25.87
DYNC1H1	25.85
IL2RB	25.84
LETMD1	25.84
RALBP1	25.84
TCERG1	25.83
HP1BP3	25.81
TACC1	25.81
PAX5	25.8
SGSM3	25.79
ETFA	25.78
TMEM123	25.76
ACADM	25.75
FUBP1	25.75
NCOR1	25.69
FUCA1	25.68
PPP2CA	25.67
NDUFA7	25.62
UBTF	25.61
CSNK2A2	25.59
STK25	25.57
NDEL1	25.56
UBAC1	25.56
MCOLN2	25.55
LPXN	25.54
RSF1	25.54
SF3A3	25.53
BCL2L1	25.5
SAP18	25.5
RBM34	25.46
TAP2	25.46
RBM4B	25.44
ATP6V0D1	25.43
DAZAP2	25.43
SRRM1	25.43
TXNDC11	25.43
EXOC4	25.4
ETHE1	25.39
PWP1	25.37
ARF4	25.36
PYCR2	25.35
PSMD11	25.32
LOC152217	25.31
STUB1	25.31
YTHDC1	25.31
DBNL	25.3
DNTTIP2	25.28
SMEK1	25.28
MAP3K5	25.26
NAPSB	25.26
CASC3	25.24
DDX47	25.24
MOGS	25.24
MRPL12	25.24
NUDT21	25.23
SLC25A23	25.23
MAF1	25.22
MTHFD1	25.22
BCL2L2-PABPN1	25.21
UBXN4	25.21
EHBP1L1	25.2
PAFAH1B1	25.19
RAB1B	25.19
CAPZA1	25.18
DLGAP4	25.18
SUMO3	25.18
CDC16	25.17
AP1B1	25.13
BAZ2A	25.13
WHSC1	25.13
TOMM22	25.12
RPL26L1	25.11
CBX4	25.1
SF3A2	25.08
DOK3	25.07
TRAF4	25.06
AKR1B1	25.05
SSNA1	25.05
DHRS7	25.04
EXOSC7	24.99
CNDP2	24.95
LTA4H	24.95
MRPS27	24.94
TIFA	24.94
SCRN1	24.91
PRKCD	24.9
GGCT	24.88
SNRNP25	24.88
TRIM5	24.88
SPECC1	24.86
USO1	24.86
NR3C1	24.85
HMGN2	24.84
CEBPZ	24.83
RHOF	24.83
RHOH	24.83
ANKLE2	24.82
YEATS2	24.77
SEC14L1	24.75
ANP32E	24.71
DAP	24.7
OTUB1	24.7
CCDC59	24.69
HMGCR	24.69
AP2S1	24.67
SMARCA5	24.67
PGLS	24.66
YY1	24.64
CMPK1	24.63
C16orf80	24.62
MRPL3	24.62
MYL6B	24.62
NLRP1	24.62
IFIH1	24.59
TMC8	24.57
DNAJC2	24.56
MRPS33	24.56
FAM111A	24.55
TIPRL	24.55
AP3S1	24.54
DDX19A	24.53
HDAC3	24.52
PTRHD1	24.51
AZI2	24.5
UNG	24.5
PDCD10	24.49
TMEM93	24.49
CEP63	24.47
NMT1	24.47
SRM	24.47
UBE2G2	24.47
TIMM10	24.46
CARS2	24.42
DIAPH1	24.42
CYFIP2	24.39
DOCK8	24.39
MLEC	24.35
TNFRSF10B	24.35
TMEM106C	24.34
GOLGA2	24.33
LGALS9	24.32
SLC16A1	24.32
CIZ1	24.29
GOLIM4	24.29
MNDA	24.29
THOC7	24.29
TPX2	24.27
SLAMF6	24.25
H2AFY	24.24
PARP14	24.22
COQ5	24.2
AMFR	24.19
CUL4A	24.18
TIMMDC1	24.18
FASN	24.16
MINK1	24.16
GLT8D1	24.13
SCAF11	24.12
SLC25A28	24.12
C19orf24	24.1
AKIRIN2	24.09
FAM136A	24.09
NDUFS3	24.09
CYC1	24.07
ABCF2	24.06
C15orf39	24.06
AKAP9	24.05
EIF2D	24.04
FAF1	24.03
FBXW5	24.01
OPTN	23.99
FAM102A	23.98
RAB35	23.98
CCND2	23.97
SCARB1	23.97
USP5	23.96
GHITM	23.94
KLHL36	23.94
POLD2	23.93
DGKD	23.9
GMFG	23.9
MARS	23.9
GRAP	23.89
ITGA4	23.89
DNAJB6	23.88
LY75	23.88
ASCC2	23.87
RNF4	23.86
ATP6V1H	23.84
STAU1	23.84
M6PR	23.77
WBP2	23.77
TAF11	23.76
ASXL1	23.75
EPS15L1	23.75
IRF5	23.75
LOC440563	23.75
NENF	23.75
C7orf23	23.71
MAPK6	23.7
CD226	23.68
PPP3CC	23.68
SHISA5	23.67
THYN1	23.67
LSG1	23.63
VAMP5	23.63
MVP	23.62
ROMO1	23.62
MBD4	23.6
HAT1	23.58
PMVK	23.58
CENPB	23.56
BIRC3	23.54
GNAI3	23.53
UFM1	23.51
ADNP	23.49
HN1L	23.47
ANGPTL6	23.46
RNF40	23.46
DDX27	23.45
ASAH1	23.43
NDUFA11	23.43
PPIE	23.42
CLK2	23.4
RNF168	23.39
RNMT	23.39
TMC6	23.38
C16orf42	23.33
COASY	23.32
MRPS17	23.31
ATXN2L	23.27
NUCKS1	23.25
PSMG3	23.24
TMED8	23.24
LOC653566	23.23
CHCHD10	23.2
REPIN1	23.2
TJP2	23.2
PTRH2	23.18
C15orf24	23.16
KLK1	23.15
ATF6B	23.14
IQSEC1	23.14
DNAJC8	23.12
AP1S1	23.07
VPS4A	23.07
ATXN10	23.06
ATP1B3	23.05
PEA15	23.05
RANGAP1	23.05
TMED10	23.05
SNX4	23.02
SMC2	23.01
BOD1L	23
FAM100B	22.99
H3F3A	22.99
CCNB2	22.98
NANS	22.98
MPI	22.97
RASGRP3	22.97
APOL3	22.96
MBD3	22.96
MTDH	22.94
TRIM69	22.94
GORASP2	22.93
ZNF146	22.92
ABCF1	22.91
STX16	22.91
UBE2J1	22.9
BET1L	22.86
MRPL40	22.86
NME3	22.86
ANKHD1	22.83
RRP36	22.83
CSDAP1	22.82
TRAF3	22.82
PDCL3	22.8
UBE2R2	22.8
UBXN6	22.79
CCDC12	22.78
FAM120A	22.78
OGDH	22.77
ZCCHC7	22.77
HSH2D	22.75
MRPL44	22.75
IQCB1	22.74
NOSIP	22.74
APBB1IP	22.72
PYCARD	22.7
CSNK1D	22.69
FNBP4	22.69
RNF34	22.69
TIAL1	22.69
C14orf1	22.68
NUBP1	22.66
CCDC72	22.65
ETF1	22.64
PES1	22.6
NGDN	22.59
CLIP1	22.58
RGS3	22.58
SMARCD2	22.58
SUN1	22.58
SPEN	22.57
BOLA3	22.5
NARS	22.48
UTP6	22.47
MYO18A	22.43
CBX1	22.42
SRP54	22.42
KIF2C	22.41
PI4KB	22.41
UBE2L3	22.41
NDUFB6	22.38
BTN3A2	22.37
EED	22.37
UBQLN1	22.37
TM9SF2	22.36
USP1	22.35
RPL10L	22.31
RBCK1	22.29
BRIX1	22.27
MGAT5	22.27
LSM1	22.25
WDR74	22.25
MVD	22.24
EIF2A	22.22
DYNLRB1	22.21
TNFSF9	22.21
ZNF593	22.2
ICT1	22.18
LACTB	22.17
NSMCE4A	22.16
SBDS	22.15
CHCHD1	22.13
ST6GALNAC4	22.12
C15orf40	22.11
EIF5	22.11
OAS3	22.09
KIAA0020	22.08
TMEM208	22.08
PRRC2B	22.07
ECD	22.06
LSM14A	22.05
SETX	22.05
TMEM101	22.04
DEF6	22
PTPRA	22
MFF	21.99
SLC2A1	21.99
SUB1	21.98
UPF2	21.96
C16orf88	21.92
DLST	21.92
GPATCH4	21.92
AURKB	21.9
CHMP5	21.9
GIMAP6	21.9
SLC35A4	21.9
DCTPP1	21.89
UNC45A	21.89
GSDMD	21.87
DTYMK	21.86
MRPS2	21.85
PANK2	21.85
TRIO	21.85
AHCYL1	21.84
HMGB1	21.83
LRPPRC	21.83
SAMM50	21.81
CALCOCO2	21.79
IRF9	21.78
PTOV1	21.78
BCL7B	21.77
SLX1A	21.77
TFPT	21.76
OCIAD1	21.74
LEPREL1	21.72
GIT2	21.71
PRPF3	21.71
AFG3L2	21.69
TAF10	21.68
RUVBL2	21.67
ARF3	21.66
DFFA	21.66
CD58	21.64
DAPK3	21.64
DCAF7	21.64
FAM118A	21.64
CRELD2	21.63
EML4	21.63
TH1L	21.61
FKBP2	21.6
DMAP1	21.59
ATAD2	21.58
ADIPOR2	21.57
C5orf43	21.57
COPZ1	21.57
GPS1	21.56
SUN2	21.56
GMIP	21.55
PNP	21.55
LOC493754	21.54
CHCHD7	21.53
DRG1	21.52
NCF2	21.52
LIMA1	21.51
MRPL55	21.5
STRBP	21.49
TYMP	21.46
GYS1	21.43
LYAR	21.43
TBC1D9B	21.43
CHKB	21.4
NECAP2	21.39
SNX2	21.39
ACAA2	21.38
FBXO5	21.38
DYNLL2	21.36
C9orf86	21.35
MRPL17	21.35
COPS5	21.34
ELOVL1	21.33
KTI12	21.29
PRDM2	21.29
IFI35	21.28
FRG1	21.27
MTIF2	21.27
CR2	21.25
DUSP5	21.25
SNAR-G1	21.24
NME4	21.22
ATP5G3	21.21
MAN1B1	21.21
SNRPN	21.21
STRN4	21.21
MGAT2	21.19
FAM168B	21.17
RNF10	21.16
ASNA1	21.12
SCARNA12	21.12
EIF2AK1	21.08
KIAA0664	21.08
LOC100506012	21.08
RFC4	21.07
PAFAH1B2	21.06
COX11	21.05
IRF2BP2	21.01
MED11	21.01
ABI3	21
CCDC167	21
CIR1	21
MRPL10	20.99
NIF3L1	20.99
THAP4	20.99
BRD7	20.98
RNMTL1	20.98
NFX1	20.97
RDX	20.96
PHGDH	20.94
TAF15	20.94
RECQL	20.93
STIM1	20.93
GLYR1	20.92
AZIN1	20.9
FTSJD2	20.9
BECN1	20.88
LTB	20.87
TTC3	20.87
COPS6	20.86
ARFGAP1	20.85
TNF	20.82
LRRC33	20.81
ANKRD13A	20.8
RACGAP1	20.8
UVRAG	20.8
CCDC90B	20.78
DCPS	20.77
GOT2	20.76
PAM16	20.76
CNOT7	20.75
WAPAL	20.74
IKBKB	20.73
CAND1	20.72
CHD1L	20.7
ASF1B	20.67
MAPK1	20.67
POLR2H	20.67
SUMF2	20.67
ICOSLG	20.66
LAMP1	20.65
C10orf2	20.61
GCN1L1	20.6
PPP6R3	20.59
KLF6	20.57
CELF1	20.55
FIBP	20.55
CCDC99	20.54
LRCH1	20.54
SH3BP5	20.54
ASNS	20.53
CUTA	20.53
RCC2	20.53
TCF7	20.53
TRAPPC4	20.51
SYMPK	20.46
MRPS15	20.45
TUG1	20.45
CLEC17A	20.43
ECSIT	20.43
THOC3	20.43
CRYZ	20.4
DDX50	20.38
C19orf6	20.37
PSMA2	20.37
PARP3	20.35
PFDN1	20.35
SCARNA4	20.35
DSTN	20.34
MRPS24	20.34
RCN1	20.34
ELAVL1	20.31
MEPCE	20.31
BPTF	20.29
INTS3	20.29
PARP10	20.29
CNOT8	20.28
PACS1	20.28
RSRC1	20.28
MGAT4B	20.27
PRKRIP1	20.27
PLK1	20.25
SMEK2	20.25
RIC8A	20.24
POLR3C	20.22
PRKDC	20.22
SF3B3	20.22
HCK	20.21
MRPL43	20.21
UBL7	20.19
PTP4A3	20.18
SLC38A1	20.18
XPC	20.18
E2F1	20.16
SETDB1	20.15
TLR10	20.15
LTV1	20.14
SF3A1	20.13
CAMLG	20.12
JUN	20.12
KDM2A	20.12
RPP38	20.12
TSC22D4	20.11
CSTF3	20.1
CPSF6	20.08
RCN2	20.08
CTDSP2	20.07
DPM3	20.07
METTL5	20.07
USP4	20.05
NCK2	20.04
ALKBH2	20.02
BCL2L13	20.02
QRICH1	20.02
ANP32D	20.01
CWC15	19.99
BLVRA	19.96
CTSS	19.96
UGCG	19.96
B4GALT1	19.95
PPP1R11	19.95
ACSL1	19.92
WDR82	19.92
SCAMP3	19.9
ELOVL5	19.89
PISD	19.89
BTBD1	19.88
CDC123	19.88
UROD	19.87
CKAP5	19.85
NGLY1	19.84
PCYT1A	19.83
UBR4	19.81
NMRAL1	19.8
MRPL4	19.77
ARPP19	19.76
TFEB	19.76
CWC27	19.75
NEDD8-MDP1	19.75
RAB5B	19.75
EZH2	19.73
GEMIN4	19.73
RNASEH2A	19.73
CALU	19.72
RPUSD4	19.72
GMPR2	19.69
AKIRIN1	19.68
CNOT3	19.67
NUSAP1	19.67
GLE1	19.66
HSP90AB2P	19.63
SNRNP40	19.63
MRPS7	19.62
ATF3	19.61
OSBP	19.61
PRPF39	19.59
PRPSAP2	19.59
HTT	19.58
MTMR4	19.58
RFC1	19.58
SERTAD1	19.58
UBP1	19.57
YME1L1	19.57
CCDC94	19.55
SLC25A38	19.54
DNAJC5	19.53
MOAP1	19.53
PIK3R5	19.53
NCF4	19.51
SDR39U1	19.5
PLEKHJ1	19.49
LOC100093631	19.47
RRBP1	19.44
TRAF3IP3	19.44
ARHGAP15	19.43
COMMD3	19.42
RFX5	19.42
CDKN1B	19.41
SEPHS1	19.41
AFTPH	19.4
CHTF8	19.4
IFNGR2	19.4
COMMD1	19.39
MAP4K1	19.39
SSR3	19.39
CCDC88C	19.38
GAK	19.38
BUB1B	19.36
CDCA3	19.36
TRIM21	19.34
GIMAP2	19.33
ZDHHC18	19.33
AEN	19.32
CCDC56	19.31
TBCC	19.31
FCHSD2	19.3
ISOC2	19.3
RASSF1	19.29
UBE2E3	19.29
POLR3D	19.27
LAMC1	19.26
UBE2N	19.26
MPST	19.23
PARP4	19.23
ZFAT	19.23
BTAF1	19.22
MPV17	19.21
QPRT	19.21
KLHDC3	19.2
UNC119	19.18
TICAM1	19.17
PHF5A	19.16
FAM113A	19.15
C3orf26	19.14
WDR45L	19.14
ANAPC2	19.13
HMGCL	19.13
KIF5B	19.13
TRAK1	19.13
VGLL4	19.1
ZNF581	19.09
SIN3B	19.05
ZC3H11A	19.05
BABAM1	19.01
RBPJ	19.01
FKBP15	19
YIPF3	19
HAUS1	18.99
UBE2V2	18.99
BRMS1	18.98
EDC4	18.97
MFN1	18.97
NEK2	18.97
HNRNPA3	18.96
LARS	18.96
RPA2	18.96
C3orf78	18.95
PIP4K2A	18.95
CREBZF	18.93
FNTA	18.93
TK1	18.93
WASH7P	18.92
GLO1	18.91
MTPN	18.91
PDCD11	18.9
ADPRHL2	18.88
RBM15	18.87
CYBA	18.86
ACAT1	18.85
C12orf35	18.84
HMGN3	18.84
KEAP1	18.83
LONP2	18.82
LUC7L	18.82
CPSF7	18.8
S100A6	18.78
CARD8	18.77
FIP1L1	18.76
FKBP3	18.76
HLA-DOB	18.76
XAF1	18.76
RSPRY1	18.75
PLCL2	18.74
IER3IP1	18.73
SNORA36B	18.72
ATP2C1	18.71
CALCOCO1	18.71
VPS29	18.71
KIF3B	18.7
MED7	18.7
CDC5L	18.69
PCNT	18.69
SCYL1	18.69
CHI3L2	18.68
PPP2R2D	18.68
EFTUD2	18.67
SFXN1	18.67
POM121C	18.66
VASP	18.66
CARKD	18.65
TRPV2	18.65
WIPI2	18.65
KDELR2	18.64
NTPCR	18.64
CARS	18.63
CHTOP	18.63
BLVRB	18.62
CTNNBL1	18.58
UCHL3	18.58
C2orf49	18.56
SNHG12	18.56
RTN3	18.55
MCM3AP	18.5
ALKBH7	18.49
LZIC	18.49
PTTG1IP	18.49
S100PBP	18.49
SLC7A6OS	18.49
PPP1CB	18.47
TCEB3	18.47
PSMB7	18.46
STAT2	18.46
RRM2	18.44
LOC100129361	18.43
TCF19	18.43
CCDC51	18.42
PSMC2	18.42
FEZ1	18.41
FARSA	18.4
TWF2	18.39
CLECL1	18.38
PPP1R10	18.38
PAPD7	18.37
PBXIP1	18.36
C12orf65	18.34
CBR1	18.34
RBM26	18.33
SCO2	18.33
ITPR2	18.32
POTEE	18.32
SEC62	18.3
RAVER1	18.29
PTPMT1	18.28
SCPEP1	18.28
PHF23	18.27
ZC3HAV1	18.27
CTR9	18.26
TRIM44	18.26
ZCCHC17	18.26
LOC285359	18.25
ABR	18.21
ACAA1	18.21
RPL7L1	18.21
SSBP1	18.21
CEP250	18.2
NMD3	18.2
SGK223	18.2
UBE2H	18.2
MFNG	18.19
TBC1D22A	18.19
CLASRP	18.18
EXOSC5	18.18
MLLT6	18.18
CECR5	18.14
CHMP1B	18.13
IQGAP2	18.13
SRA1	18.13
DDX1	18.12
DSE	18.11
ACSL5	18.1
EAF2	18.07
KCNN4	18.06
TRAFD1	18.06
DMTF1	18.04
EIF2S1	18.04
C12orf44	18.03
CNIH	18.03
LOC100507463	18.02
IL18R1	18.01
RBM17	18
SNORA5B	18
CBLB	17.99
IDH3B	17.98
CD151	17.97
NPTN	17.97
SNORA25	17.97
SNORA41	17.97
SNORA44	17.97
STK11	17.96
TGFBRAP1	17.96
MIR941-2	17.95
LRRC41	17.94
TREX1	17.94
C14orf142	17.93
NAMPT	17.93
AICDA	17.92
MRPL49	17.92
NOP2	17.91
UGP2	17.91
ZNHIT3	17.9
DNAJC1	17.89
GSS	17.89
KLF13	17.89
PLOD1	17.89
CUL7	17.88
TTC17	17.87
CLTB	17.86
KIAA0368	17.85
TMF1	17.85
ZNF511	17.84
PDRG1	17.83
BICD2	17.82
SPARC	17.82
C11orf58	17.81
KIF2A	17.81
RAB11A	17.81
SRP19	17.81
NEDD9	17.8
HSF1	17.79
NFE2L2	17.79
DDX46	17.78
PPP2R5C	17.78
C6orf72	17.77
CTSD	17.77
UCHL5	17.77
ECHDC1	17.76
KIAA1147	17.76
MSL1	17.76
WDR75	17.76
PPIL3	17.75
FAM120B	17.74
TARS2	17.73
KIF11	17.71
STAT5B	17.71
ZBTB38	17.71
DENND3	17.7
HARS2	17.7
CRKL	17.69
SNRPC	17.69
FAM104A	17.68
HMOX2	17.68
PAF1	17.68
POGZ	17.68
PSMB6	17.68
PTENP1	17.68
DOCK10	17.67
RFC2	17.66
SLC7A6	17.66
SNORA81	17.64
ASCC3	17.62
ERAL1	17.61
SYK	17.6
CIITA	17.59
KAT8	17.59
TINF2	17.59
KDELR1	17.58
NT5DC1	17.58
TMEM11	17.58
DUSP16	17.57
INSIG2	17.57
KCNAB2	17.57
RPPH1	17.57
C1orf31	17.56
CCNK	17.56
GUSB	17.56
RNPEPL1	17.56
SUPV3L1	17.56
MLL5	17.54
COG4	17.51
CSTF1	17.5
GART	17.5
RASSF3	17.5
SREK1	17.5
ARFGAP3	17.49
GRAP2	17.49
TRIM8	17.48
ABI1	17.47
NEU1	17.47
SELK	17.47
PTPN7	17.45
BRD4	17.44
PPIAL4F	17.43
STAT5A	17.43
FAM111B	17.42
MIR210HG	17.42
CCDC88B	17.41
SMAD3	17.41
TRIM38	17.41
ZYX	17.41
EPB41	17.4
PBX2	17.4
SDCCAG3	17.4
TCIRG1	17.4
ZNF292	17.4
CUL1	17.38
LDB1	17.38
PFKM	17.38
PPP1R8	17.37
RBM12	17.36
ARHGEF7	17.35
WIPF1	17.35
ZFP36L2	17.35
ADD3	17.34
TPD52L2	17.34
LIMD2	17.33
MAPK8IP3	17.33
STX16-NPEPL1	17.33
C19orf79	17.32
SUZ12	17.32
MEAF6	17.31
SYTL1	17.31
SNURF	17.3
USP10	17.3
USP47	17.29
C14orf159	17.28
RARS	17.28
RNF114	17.28
HDGFRP2	17.27
MAPKAPK2	17.27
SNORA16B	17.27
SNORA33	17.27
SNORA76	17.27
CCNA2	17.26
KCNMB3	17.26
GTF2B	17.25
AKR7A2	17.24
AMD1	17.23
IGF2R	17.22
NUP88	17.22
DDX49	17.21
PSMD1	17.21
C6orf130	17.2
LARP4B	17.2
NPEPPS	17.2
ZNRD1	17.19
MDC1	17.18
C3orf37	17.17
GRAMD1A	17.17
CUEDC2	17.16
NAGK	17.16
SQLE	17.15
TIMELESS	17.14
WDR34	17.14
ERAP1	17.13
ABHD14B	17.11
NDUFS8	17.1
ERICH1	17.08
ADAM8	17.07
TFAM	17.06
CEBPG	17.05
KCTD5	17.05
COPS3	17.04
SDHAP1	17.04
