gene	length
ATP8B5P	44355
ATP9A	171638
ATP9B	309009
ATPAF1	30841
ATPAF2	21148
ATPIF1	2016
ATR	129593
ATRAID	5149
ATRIP	18942
ATRN	145028
ATRNL1	855387
ATRX	281401
ATXN1	462380
ATXN10	173511
ATXN1L	11344
ATXN2	147461
ATXN2L	14191
ATXN3	48071
ATXN3L	1752
ATXN7	138905
ATXN7L1	74390
ATXN7L2	8861
ATXN7L3	6358
ATXN7L3B	3683
ATXN8OS	32542
AUH	148111
AUNIP	27547
AUP1	3251
AURKA	22950
AURKAIP1	1710
AURKAPS1	1538
AURKB	5496
AURKC	4541
AUTS2	691869
AVEN	172877
AVIL	18694
AVL9	93317
AVP	2170
AVPI1	9836
AVPR1A	10053
AVPR1B	7201
AVPR2	4637
AWAT1	6008
AWAT2	9398
AXDND1	189017
AXIN1	65238
AXIN2	33059
AXL	42570
AZGP1	9387
AZGP1P1	3477
AZI2	26776
AZIN1	37900
AZIN1-AS1	113607
AZIN2	39420
AZU1	4194
B2M	6674
B3GALNT1	21014
B3GALNT2	57278
B3GALT1	52186
B3GALT2	7885
B3GALT4	1687
B3GALT5	49951
B3GALT5-AS1	15676
B3GALT6	2793
B3GAT1	33416
B3GAT2	95721
B3GAT3	6881
B3GLCT	132301
B3GNT2	28606
B3GNT3	18468
B3GNT4	3858
B3GNT5	20149
B3GNT6	7622
B3GNT7	5542
B3GNT8	3373
B3GNT9	2899
B3GNTL1	109663
B4GALNT1	6788
B4GALNT2	37531
B4GALNT3	101517
B4GALNT4	12324
B4GALT1	56719
B4GALT1-AS1	13037
B4GALT2	11971
B4GALT3	6660
B4GALT4	29165
B4GALT4-AS1	64182
B4GALT5	80940
B4GALT6	62479
B4GALT7	10229
B4GAT1	2320
B9D1	42822
B9D2	9758
BAALC	89614
BAALC-AS1	15152
BAALC-AS2	8381
BAAT	23104
BABAM1	11979
BACE1	30572
BACE1-AS	826
BACE2	114735
BACH1	47355
BACH1-IT2	1481
BACH2	370382
BAD	14878
BAG1	12291
BAG2	12910
BAG3	26449
BAG4	36715
BAG5	5776
BAG6	13367
BAGE	41143
BAGE2	78085
BAGE3	78085
BAGE4	78085
BAGE5	78085
BAHCC1	59839
BAHD1	28523
BAIAP2	75367
BAIAP2-AS1	5588
BAIAP2L1	109467
BAIAP2L2	25782
BAIAP3	15838
BAK1	7749
BAMBI	5446
BANCR	10377
BANF1	2069
BANF2	42199
BANK1	284207
BANP	125888
BAP1	9103
BARD1	84067
BARHL1	7649
BARHL2	5217
BARX1	3701
BARX2	76295
BASP1	60024
BASP1P1	1153
BATF	24552
BATF2	2334
BATF3	13570
BAX	6404
BAZ1A	122918
BAZ1B	81889
BAZ2A	34737
BAZ2B	297624
BBC3	10374
BBIP1	20208
BBOF1	46739
BBOX1	86847
BBOX1-AS1	171584
BBS1	22967
BBS10	3958
BBS12	12243
BBS2	35751
BBS4	52299
BBS5	27161
BBS7	46170
BBS9	476530
BBX	288395
BCAM	12364
BCAN	11526
BCAP29	43342
BCAP31	23611
BCAR1	10054
BCAR3	119585
BCAR4	9000
BCAS1	115484
BCAS2	14086
BCAS3	715029
BCAS4	82285
BCAT1	92366
BCAT2	16003
BCCIP	30162
BCDIN3D	7088
BCDIN3D-AS1	12613
BCHE	64571
BCKDHA	27218
BCKDHB	239662
BCKDK	4499
BCL10	11129
BCL11A	102333
BCL11B	102427
BCL2	196036
BCL2A1	10413
BCL2L1	57880
BCL2L10	3508
BCL2L11	7934
BCL2L12	8776
BCL2L13	92273
BCL2L14	28751
BCL2L15	10735
BCL2L2	4999
BCL2L2-PABPN1	19425
BCL3	11325
BCL6	13532
BCL6B	6594
BCL7A	40160
BCL7B	20921
BCL7C	60263
BCL9	84751
BCL9L	14764
BCLAF1	32990
BCO1	52453
BCO2	43443
BCOR	126085
BCORL1	52896
BCORP1	47724
BCR	137674
BCRP2	19272
BCRP3	20447
BCS1L	3789
BCYRN1	518929
BDH1	46206
BDH2	22244
BDKRB1	8555
BDKRB2	39533
BDNF	67166
BDNF-AS	170953
BDP1	112209
BEAN1	55547
BEAN1-AS1	6608
BECN1	13749
BECN2	1297
BEGAIN	30925
BEND2	57975
BEND3	49253
BEND3P3	5921
BEND4	42027
BEND5	49448
BEND6	72371
BEND7	64494
BEST1	13712
BEST2	5866
BEST3	55910
BEST4	4171
BET1	41614
BET1L	4500
BEX1	1589
BEX2	1611
BEX3	1843
BEX4	2110
BEX5	2085
BFAR	36427
BFSP1	37466
BFSP2	75219
BFSP2-AS1	64746
BGLAP	1372
BGLT3	994
BGN	14667
BHLHA15	707
BHLHA9	709
BHLHB9	31729
BHLHE22	3398
BHLHE23	1058
BHLHE40	5770
BHLHE40-AS1	83155
BHLHE41	5046
BHMG1	31290
BHMT	20511
BHMT2	20352
BICC1	318295
BICD1	270958
BICD2	53440
BICDL1	104653
BICDL2	7676
BID	39904
BIK	18966
BIN1	34044
BIN2	43162
BIN3	48716
BIN3-IT1	1840
BIRC2	31490
BIRC3	21956
BIRC5	11441
BIRC6	261871
BIRC6-AS2	17299
BIRC7	4626
BIRC8	2023
BISPR	10052
BIVM	42491
BIVM-ERCC5	68857
BLACAT1	21202
BLACE	10947
BLCAP	2888
BLID	863
BLK	70589
BLM	98136
BLMH	43973
BLNK	79820
BLOC1S1	3675
BLOC1S1-RDH5	8710
BLOC1S2	13088
BLOC1S3	3058
BLOC1S4	1547
BLOC1S5	50849
BLOC1S5-TXNDC5	183166
BLOC1S6	22595
BLVRA	48671
BLVRB	18036
BLZF1	9506
BMF	20996
BMI1	10277
BMP1	36345
BMP10	6038
BMP15	5908
BMP2	12182
BMP2K	135811
BMP3	26568
BMP4	7127
BMP5	120139
BMP6	154952
BMP7	97900
BMP7-AS1	2172
BMP8A	38225
BMP8B	30632
BMPER	250963
BMPR1A	168551
BMPR1B	400475
BMPR1B-AS1	13867
BMPR2	191426
BMS1	52433
BMS1P17	10226
BMS1P18	10226
BMS1P20	24863
BMS1P21	26905
BMS1P22	15212
BMS1P4	31365
BMS1P5	25281
BMS1P6	17942
BMT2	120732
BMX	55754
BNC1	27556
BNC2	461287
BNIP1	19947
BNIP2	29782
BNIP3	14332
BNIP3L	30123
BNIPL	11049
BOC	76000
BOD1	9520
BOD1L1	58964
BOD1L2	3348
BOK	15409
BOK-AS1	14759
BOLA1	1215
BOLA2	619
BOLA2-SMG1P6	11302
BOLA2B	1378
BOLA3	12513
BOLA3-AS1	1075
BOLL	58133
BOP1	29120
BORA	28451
BORCS5	109827
BORCS6	1915
BORCS7	10753
BORCS7-ASMT	47690
BORCS8	15689
BORCS8-MEF2B	47026
BPESC1	20980
BPGM	33038
BPHL	34824
BPI	33355
BPIFA1	7315
BPIFA2	19571
BPIFA3	10498
BPIFA4P	16859
BPIFB1	26745
BPIFB2	16133
BPIFB3	18308
BPIFB4	30241
BPIFB6	12401
BPIFC	43541
BPNT1	32373
BPTF	158716
BPY2	21202
BPY2B	21202
BPY2C	21202
BRAF	190753
BRAP	43852
BRAT1	17950
BRCA1	79822
BRCA2	84194
BRCAT107	15140
BRCAT54	64467
BRCC3	51656
BRD1	52624
BRD2	12847
BRD3	37697
BRD4	42963
BRD7	49918
BRD7P3	2462
BRD8	38901
BRD9	28789
BRDT	65059
BRDTP1	818
BRE	448287
BRE-AS1	1660
BREA2	1300
BRF1	106293
BRF2	6035
BRI3	9862
BRI3BP	32157
BRICD5	1817
BRINP1	202833
BRINP2	111036
BRINP3	378345
BRIP1	184375
BRIX1	9969
BRK1	11543
BRMS1	7780
BRMS1L	45574
BROX	1354
BRPF1	16290
BRPF3	36019
BRS3	4475
BRSK1	28371
BRSK2	72792
BRWD1	128310
BRWD1-AS1	7513
BRWD1-IT2	1010
BRWD3	140248
BSCL2	16055
BSDC1	29830
BSG	12218
BSN	117062
BSN-AS2	5062
BSND	9850
BSPH1	24126
BSPRY	21703
BST1	29225
BST2	2711
BSX	4024
BTAF1	106346
BTBD1	50927
BTBD10	52285
BTBD11	341224
BTBD16	66886
BTBD17	5405
BTBD18	8269
BTBD19	5649
BTBD2	30257
BTBD3	35874
BTBD6	2553
BTBD7	95544
BTBD8	67541
BTBD9	427618
BTC	49928
BTD	40509
BTF3	7200
BTF3L4	34533
BTF3P11	641
BTG1	5621
BTG2	4067
BTG3	19302
BTG4	44825
BTK	36779
BTLA	35597
BTN1A1	9159
BTN2A1	18719
BTN2A2	11778
BTN2A3P	9199
BTN3A1	12981
BTN3A2	13163
BTN3A3	12945
BTNL10	1931
BTNL2	13793
BTNL3	17884
BTNL8	51831
BTNL9	21300
BTRC	203290
BUB1	40411
BUB1B	60129
BUB1B-PAK6	60061
BUB3	11128
BUD13	24830
BUD31	10640
BVES	39524
BVES-AS1	32259
BYSL	11821
BZW1	12302
BZW2	60391
C10orf10	2623
C10orf105	8122
C10orf107	103374
C10orf11	1125731
C10orf111	1936
C10orf113	20798
C10orf12	4546
C10orf120	2115
C10orf126	35491
C10orf128	33678
C10orf131	30695
C10orf142	1901
C10orf2	6867
C10orf25	6980
C10orf35	3354
C10orf53	15266
C10orf54	26025
C10orf55	12810
C10orf62	1243
C10orf67	28254
C10orf71	28352
C10orf71-AS1	2612
C10orf76	210578
C10orf82	6276
C10orf88	23502
C10orf90	96438
C10orf91	3113
C10orf95	1708
C10orf99	11498
C11orf1	4851
C11orf16	12932
C11orf21	5638
C11orf24	10668
C11orf31	2306
C11orf40	6399
C11orf42	5569
C11orf44	44398
C11orf45	6134
C11orf49	227693
C11orf52	7996
C11orf53	30424
C11orf54	21510
C11orf57	10908
C11orf58	19755
C11orf63	77196
C11orf65	84533
C11orf68	2250
C11orf70	28675
C11orf71	9104
C11orf72	3828
C11orf74	64800
C11orf80	98782
C11orf84	14346
C11orf86	1727
C11orf87	7049
C11orf88	22248
C11orf91	2634
C11orf94	749
C11orf95	8751
C11orf96	1329
C11orf97	19596
C11orf98	2401
C12orf10	7497
C12orf29	14671
C12orf4	50780
C12orf40	95753
C12orf42	258421
C12orf43	14082
C12orf45	8409
C12orf49	24752
C12orf50	49362
C12orf54	14013
C12orf56	123584
C12orf57	2567
C12orf60	20287
C12orf65	24664
C12orf66	35986
C12orf71	1467
C12orf73	7014
C12orf74	5708
C12orf75	40884
C12orf76	26520
C12orf77	4010
C12orf80	5276
C14orf1	10307
C14orf105	24565
C14orf119	4984
C14orf132	54649
C14orf159	53718
C14orf166	15194
C14orf169	2468
C14orf177	6155
C14orf178	8914
C14orf180	10165
C14orf2	9280
C14orf28	9955
C14orf37	148185
C14orf39	50092
C14orf79	9241
C14orf80	9395
C14orf93	14138
C15orf32	29442
C15orf38-AP3S2	82393
C15orf39	10291
C15orf40	22680
C15orf41	167640
C15orf48	2922
C15orf52	9517
C15orf53	3442
C15orf54	4175
C15orf56	2246
C15orf57	33718
C15orf59	16046
C15orf59-AS1	1718
C15orf61	6121
C15orf62	2491
C15orf65	10189
C16orf45	153793
C16orf46	23772
C16orf47	17811
C16orf52	76518
C16orf54	3556
C16orf58	18946
C16orf59	4851
C16orf62	145750
C16orf70	38653
C16orf71	15110
C16orf72	28020
C16orf74	43567
C16orf78	25625
C16orf82	2270
C16orf86	1946
C16orf87	29117
C16orf89	22025
C16orf90	1939
C16orf91	1058
C16orf92	1370
C16orf95	14624
C16orf96	43829
C16orf97	47585
C17orf100	1560
C17orf102	5248
C17orf105	4253
C17orf107	3281
C17orf112	2134
C17orf47	2787
C17orf49	2789
C17orf50	4184
C17orf51	23372
C17orf53	20576
C17orf58	2552
C17orf62	7141
C17orf64	8924
C17orf67	41984
C17orf74	1953
C17orf75	13770
C17orf77	9532
C17orf78	16736
C17orf80	13113
C17orf82	1531
C17orf89	1989
C17orf96	3230
C17orf97	4341
C17orf98	6303
C17orf99	19932
C18orf21	6664
C18orf25	92969
C18orf32	6098
C18orf54	24120
C18orf61	23933
C18orf63	43314
C18orf65	2570
C18orf8	28312
C19orf12	16172
C19orf18	16099
C19orf24	3725
C19orf25	6030
C19orf33	847
C19orf35	7552
C19orf38	21256
C19orf43	4077
C19orf44	22143
C19orf45	10893
C19orf47	27351
C19orf48	6863
C19orf52	1494
C19orf53	4331
C19orf54	9069
C19orf57	23743
C19orf60	3654
C19orf66	7135
C19orf67	4165
C19orf68	26930
C19orf70	2484
C19orf71	4875
C19orf73	745
C19orf81	9867
C19orf84	2287
C1D	20829
C1GALT1	66036
C1GALT1C1	4478
C1GALT1C1L	1171
C1orf100	36453
C1orf101	178991
C1orf105	48143
C1orf106	24239
C1orf109	9027
C1orf111	3131
C1orf112	9657
C1orf115	8873
C1orf116	14237
C1orf122	1655
C1orf123	6541
C1orf127	35566
C1orf131	17426
C1orf132	21187
C1orf137	12493
C1orf140	6370
C1orf141	42797
C1orf145	10151
C1orf146	27796
C1orf158	14970
C1orf159	34540
C1orf162	4645
C1orf167	27394
C1orf168	100894
C1orf174	11162
C1orf185	45850
C1orf186	49777
C1orf189	7281
C1orf194	7908
C1orf195	7430
C1orf198	18919
C1orf204	20875
C1orf21	242007
C1orf210	3696
C1orf216	5315
C1orf220	6095
C1orf226	4807
C1orf228	50871
C1orf229	2259
C1orf234	5018
C1orf27	45615
C1orf35	2737
C1orf43	14098
C1orf50	8499
C1orf52	9720
C1orf53	4817
C1orf54	8650
C1orf56	3614
C1orf61	17516
C1orf64	2461
C1orf68	909
C1orf74	5524
C1orf87	83378
C1orf94	52249
C1QA	3059
C1QB	8349
C1QBP	6374
C1QC	4487
C1QL1	8585
C1QL2	2654
C1QL3	8264
C1QL4	4773
C1QTNF1	26856
C1QTNF1-AS1	8448
C1QTNF2	22875
C1QTNF3	25410
C1QTNF3-AMACR	137544
C1QTNF4	4747
C1QTNF5	1951
C1QTNF6	8126
C1QTNF7	106233
C1QTNF8	8020
C1QTNF9	15367
C1QTNF9B	5909
C1QTNF9B-AS1	3216
C1R	57530
C1RL	14730
C1RL-AS1	13545
C1S	10357
C2	47891
C2-AS1	7252
C20orf141	845
C20orf144	1631
C20orf166-AS1	7332
C20orf173	8913
C20orf194	158363
C20orf196	114022
C20orf197	2011
C20orf202	4822
C20orf203	20358
C20orf24	6825
C20orf27	14308
C20orf78	20854
C20orf85	10202
C20orf96	19917
C21orf140	962
C21orf2	9396
C21orf33	7807
C21orf58	20397
C21orf59	10931
C21orf62	23071
C21orf62-AS1	25607
C21orf91	30421
C21orf91-OT1	15107
C22orf15	2844
C22orf23	10599
C22orf24	4935
C22orf29	8712
C22orf31	3249
C22orf34	243018
C22orf39	7347
C22orf42	9726
C22orf46	7595
C2CD2	41582
C2CD2L	9776
C2CD3	158307
C2CD4A	3942
C2CD4B	1747
C2CD4C	3729
C2CD4D	2696
C2CD5	96002
C2orf15	9854
C2orf16	6202
C2orf27A	44915
C2orf27B	6702
C2orf40	12498
C2orf42	41136
C2orf47	8809
C2orf48	70349
C2orf49	11457
C2orf50	13739
C2orf54	5992
C2orf57	1421
C2orf61	68389
C2orf66	5863
C2orf68	6805
C2orf69	17019
C2orf70	16975
C2orf71	12573
C2orf72	12148
C2orf73	30645
C2orf74	19763
C2orf76	64527
C2orf78	32960
C2orf80	24704
C2orf81	3543
C2orf82	6115
C2orf83	23232
C2orf88	65726
C2orf91	18437
C3	42849
C3AR1	9629
C3orf14	5162
C3orf18	9769
C3orf20	97939
C3orf22	31968
C3orf30	5307
C3orf33	43677
C3orf35	32107
C3orf36	1668
C3orf38	8224
C3orf49	29273
C3orf52	31864
C3orf56	5055
C3orf58	20572
C3orf62	8480
C3orf67	307980
C3orf67-AS1	194624
C3orf70	74966
C3orf79	18204
C3orf80	2579
C3orf84	14224
C3P1	32783
C4A	20625
C4B	20626
C4B_2	20626
C4BPA	40712
C4BPB	11152
C4orf17	31301
C4orf19	139582
C4orf22	628038
C4orf26	9847
C4orf3	4396
C4orf32	43686
C4orf33	19016
C4orf36	16219
C4orf45	141651
C4orf46	5377
C4orf47	20278
C4orf48	1979
C4orf51	52594
C5	97942
C5AR1	12225
C5AR2	9870
C5orf15	13210
C5orf17	226919
C5orf22	22794
C5orf24	14057
C5orf30	19960
C5orf34	28472
C5orf38	2246
C5orf42	143202
C5orf45	21576
C5orf46	13832
C5orf47	16983
C5orf49	21114
C5orf51	17294
C5orf52	8603
C5orf56	65273
C5orf58	13316
C5orf60	3504
C5orf63	30936
C5orf64	68756
C5orf66	311402
C5orf66-AS1	1218
C5orf66-AS2	11945
C5orf67	94840
C6	71449
C6orf1	2730
C6orf10	79216
C6orf106	109572
C6orf118	29960
C6orf120	4247
C6orf132	41860
C6orf136	6173
C6orf141	1697
C6orf15	1334
C6orf163	20612
C6orf201	51561
C6orf203	23416
C6orf222	21129
C6orf223	7017
C6orf226	553
C6orf229	1577
C6orf25	3366
C6orf47	2476
C6orf48	4853
C6orf52	23190
C6orf58	14646
C6orf62	14315
C6orf89	57096
C6orf99	40488
C7	73445
C7orf13	2290
C7orf25	2819
C7orf26	18707
C7orf31	45503
C7orf33	25297
C7orf34	1356
C7orf43	4303
C7orf49	78519
C7orf50	31448
C7orf55-LUC7L2	82327
C7orf57	25788
C7orf61	7658
C7orf62	1613
C7orf65	6406
C7orf66	614
C7orf69	24557
C7orf71	9401
C7orf72	63172
C7orf73	13941
C7orf76	21899
C7orf77	13520
C8A	63453
C8B	36932
C8G	1730
C8orf22	21749
C8orf31	15096
C8orf33	3594
C8orf34	205107
C8orf34-AS1	28025
C8orf37	24323
C8orf37-AS1	541309
C8orf4	1842
C8orf44	13592
C8orf44-SGK3	194472
C8orf46	25270
C8orf48	1447
C8orf49	1969
C8orf58	4550
C8orf59	6365
C8orf74	27958
C8orf76	21444
C8orf82	2857
C8orf86	17830
C8orf87	32757
C8orf88	26781
C8orf89	18080
C9	80417
C9orf106	1589
C9orf116	4737
C9orf129	28217
C9orf131	4898
C9orf135	85432
C9orf135-AS1	1336
C9orf139	9320
C9orf142	1560
C9orf152	8569
C9orf153	35770
C9orf16	3670
C9orf163	2574
C9orf170	11084
C9orf172	2932
C9orf173-AS1	3280
C9orf24	2583
C9orf3	207006
C9orf40	6305
C9orf41-AS1	44417
C9orf43	19042
C9orf47	5281
C9orf50	8553
C9orf57	9226
C9orf62	3311
C9orf64	18432
C9orf66	2787
C9orf69	3852
C9orf72	26949
C9orf78	8010
C9orf84	108491
C9orf85	61950
C9orf92	49174
CA1	13487
CA10	528460
CA11	8372
CA12	60790
CA13	38588
CA14	7344
CA2	17592
CA3	10213
CA3-AS1	22527
CA4	9611
CA5A	48489
CA5B	49338
CA5BP1	28437
CA6	28612
CA7	9769
CA8	96005
CA9	7241
CAAP1	52145
CAB39	108235
CAB39L	92890
CABIN1	166833
CABLES1	125908
CABLES2	18655
CABP1	26707
CABP2	4483
CABP4	9362
CABP5	14673
CABP7	11478
CABS1	2164
CABYR	21115
CACFD1	10824
CACHD1	222267
CACNA1A	300020
CACNA1B	246837
CACNA1C	644701
CACNA1C-AS1	15158
CACNA1C-AS2	3722
CACNA1C-AS4	2946
CACNA1C-IT2	1112
CACNA1C-IT3	18971
CACNA1D	317418
CACNA1E	323237
CACNA1F	28312
CACNA1G	66405
CACNA1G-AS1	5903
CACNA1H	68533
CACNA1I	118984
CACNA1S	73056
CACNA2D1	497364
CACNA2D2	140986
CACNA2D3	951893
CACNA2D3-AS1	26652
CACNA2D4	126749
CACNB1	24249
CACNB2	401084
CACNB3	14513
CACNB4	141201
CACNG1	12261
CACNG2	141776
CACNG3	106865
CACNG4	68540
CACNG5	8006
CACNG6	21519
CACNG7	30980
CACNG8	27181
CACTIN	16188
CACTIN-AS1	6685
CACUL1	74266
CACYBP	12594
CAD	26404
CADM1	330898
CADM2	1115448
CADM2-AS2	28065
CADM3	31557
CADM3-AS1	6439
CADM4	17471
CADPS	477045
CADPS2	568337
CAGE1	63057
CAHM	887
CALB1	24275
CALB2	31728
CALCA	5619
CALCB	5033
CALCOCO1	16407
CALCOCO2	34259
CALCR	135325
CALCRL	106333
CALD1	191318
CALHM1	5506
CALHM2	5621
CALHM3	6438
CALM1	11294
CALM2	14127
CALM3	9529
CALML3	1381
CALML3-AS1	12004
CALML4	15407
CALML5	877
CALML6	2469
CALN1	557734
CALR	5892
CALR3	17137
CALU	34133
CALY	11562
CAMK1	12641
CAMK1D	476923
CAMK1G	30241
CAMK2A	70351
CAMK2B	108483
CAMK2D	310897
CAMK2G	62092
CAMK2N1	3846
CAMK2N2	2250
CAMK4	271233
CAMKK1	30422
CAMKK2	36895
CAMKMT	410690
CAMKV	12243
CAMLG	13682
CAMP	2146
CAMSAP1	98674
CAMSAP2	121151
CAMSAP3	22410
CAMTA1	984384
CAMTA2	19380
CAND1	45413
CAND1.11	122362
CAND2	38144
CANT1	18103
CANX	32711
CAP1	32068
CAP2	164289
CAPG	15086
CAPN1	30793
CAPN10	12395
CAPN10-AS1	3568
CAPN11	25593
CAPN12	14284
CAPN13	84675
CAPN14	44491
CAPN15	26782
CAPN2	74427
CAPN3	52819
CAPN5	59208
CAPN6	25449
CAPN7	46692
CAPN8	138466
CAPN9	54390
CAPNS1	10429
CAPNS2	1010
CAPRIN1	47379
CAPRIN2	44964
CAPS	2569
CAPS2	113704
CAPSL	34341
CAPZA1	52168
CAPZA2	56752
CAPZA3	1079
CAPZB	145936
CARD10	28812
CARD11	137871
CARD14	39341
CARD16	4000
CARD17	8964
CARD18	2015
CARD19	17174
CARD6	14048
CARD8	47862
CARD8-AS1	2520
CARD9	9727
CARF	71774
CARHSP1	8870
CARM1	51197
CARMIL1	341104
CARMIL2	12444
CARMIL3	17733
CARMN	25993
CARNMT1	46359
CARNS1	9931
CARS	56531
CARS2	64772
CARTPT	1887
CASC1	86875
CASC10	2794
CASC11	33362
CASC15	527943
CASC16	54890
CASC17	104407
CASC18	39862
CASC19	9843
CASC2	163335
CASC20	101729
CASC21	147996
CASC22	21737
CASC23	5233
CASC3	31926
CASC4	127052
CASC6	61390
CASC8	192465
CASC9	55366
CASD1	47160
CASK	408100
CASKIN1	19283
CASKIN2	9630
CASP1	9649
CASP10	17850
CASP12	12954
CASP14	8814
CASP16P	5657
CASP1P2	8930
CASP2	19483
CASP3	21781
CASP4	13830
CASP5	28930
CASP6	14846
CASP7	51749
CASP8	48474
CASP8AP2	44538
CASP9	33046
CASQ1	11393
CASQ2	68802
CASR	102816
CASS4	47230
CAST	112646
CASZ1	160069
CAT	33137
CATIP	11240
CATIP-AS1	1239
CATIP-AS2	31727
CATSPER1	9767
CATSPER2	17503
CATSPER2P1	10352
CATSPER3	43803
CATSPER4	11916
CATSPERB	151314
CATSPERD	58056
CATSPERG	35148
CAV1	36402
CAV2	8942
CAV3	12967
CBARP	8045
CBFA2T2	159911
CBFA2T3	66347
CBFB	71910
CBL	101875
CBLB	212132
CBLC	22779
CBLL1	17972
CBLN1	3915
CBLN2	7810
CBLN3	2993
CBLN4	8117
CBR1	3255
CBR3	11599
CBR3-AS1	24543
CBR4	22728
CBS	15215
CBSL	23203
CBWD1	58039
CBWD2	58515
CBWD3	58092
CBWD5	5998
CBWD6	58057
CBX1	31148
CBX2	4356
CBX3	12398
CBX3P2	3227
CBX4	6260
CBX5	49186
CBX6	10909
CBX7	21761
CBX8	2741
CBY1	17199
CBY3	2418
CC2D1A	24739
CC2D1B	15614
CC2D2A	131693
CC2D2B	32595
CCAR1	71235
CCAR2	15840
CCAT1	11888
CCAT2	1753
CCBE1	266475
CCDC102A	24389
CCDC102B	339937
CCDC103	3969
CCDC105	12546
CCDC106	5574
CCDC107	3215
CCDC110	26577
CCDC112	29104
CCDC113	33896
CCDC114	23625
CCDC115	4177
CCDC116	4532
CCDC117	16629
CCDC12	54773
CCDC120	16551
CCDC121	3241
CCDC122	43339
CCDC124	10972
CCDC125	52026
CCDC126	47331
CCDC127	13424
CCDC129	139620
CCDC13	64873
CCDC13-AS1	12585
CCDC130	31540
CCDC134	25679
CCDC136	30725
CCDC137	7177
CCDC138	89843
CCDC14	47983
CCDC140	7072
CCDC141	220304
CCDC142	10400
CCDC144A	84676
CCDC144B	87817
CCDC144CP	81019
CCDC144NL	32747
CCDC144NL-AS1	36799
CCDC146	172589
CCDC148	285398
CCDC148-AS1	69521
CCDC149	106863
CCDC15	87370
CCDC150	93176
CCDC151	14710
CCDC152	45621
CCDC153	5623
CCDC154	10103
CCDC155	29783
CCDC157	10463
CCDC158	94268
CCDC159	8441
CCDC160	8733
CCDC162P	13919
CCDC163P	6155
CCDC166	1417
CCDC167	17005
CCDC168	29707
CCDC169	70815
CCDC169-SOHLH2	129649
CCDC17	4017
CCDC170	127155
CCDC171	418802
CCDC172	55603
CCDC173	48998
CCDC174	20915
CCDC175	71766
CCDC177	5071
CCDC178	502681
CCDC179	13506
CCDC18	98016
CCDC18-AS1	35704
CCDC180	69669
CCDC181	32606
CCDC182	850
CCDC183	11405
CCDC183-AS1	4923
CCDC184	2345
CCDC185	2099
CCDC186	53360
CCDC188	1324
CCDC189	4823
CCDC190	14520
CCDC191	92478
CCDC192	238129
CCDC22	15062
CCDC24	4920
CCDC25	39339
CCDC26	223326
CCDC27	19246
CCDC28A	19801
CCDC28B	5006
CCDC3	105081
CCDC30	119777
CCDC33	99854
CCDC34	24736
CCDC36	59678
CCDC37-AS1	1768
CCDC38	75604
CCDC39	65489
CCDC40	54191
CCDC42	14910
CCDC43	12362
CCDC47	28480
CCDC50	69587
CCDC51	7951
CCDC53	49286
CCDC54	1295
CCDC57	111345
CCDC58	23642
CCDC59	6118
CCDC6	117910
CCDC60	206337
CCDC61	23157
CCDC62	52873
CCDC63	60577
CCDC65	17468
CCDC66	64666
CCDC68	56541
CCDC69	43043
CCDC7	68503
CCDC70	4257
CCDC71	3819
CCDC71L	4425
CCDC73	192580
CCDC74A	5834
CCDC74B	5853
CCDC77	53292
CCDC78	3893
CCDC8	3335
CCDC80	36759
CCDC81	48375
CCDC82	37156
CCDC83	64921
CCDC84	17661
CCDC85A	202053
CCDC85B	1233
CCDC85C	93126
CCDC86	9134
CCDC87	2916
CCDC88A	132081
CCDC88B	17318
CCDC88C	146523
CCDC89	2435
CCDC9	15481
CCDC90B	27317
CCDC91	292968
CCDC92	35683
CCDC93	98687
CCDC94	21976
CCDC96	2154
CCDC97	14696
CCEPR	2503
CCER1	2934
CCER2	3180
CCHCR1	15352
CCIN	1944
CCK	6125
CCKAR	9026
CCKBR	12455
CCL1	2907
CCL11	2514
CCL13	2160
CCL14	3074
CCL15	4468
CCL15-CCL14	18394
CCL16	5005
CCL17	11297
CCL18	7211
CCL19	1709
CCL2	1926
CCL20	3724
CCL21	1164
CCL22	7409
CCL23	4911
CCL24	1921
CCL25	9903
CCL26	20224
CCL27	811
CCL28	35747
CCL3	1905
CCL3L1	1890
CCL3L3	1881
CCL4	1796
CCL4L1	1972
CCL4L2	1817
CCL5	8883
CCL7	2028
CCL8	2357
CCM2	76726
CCM2L	21741
CCNA1	11054
CCNA2	7491
CCNB1	11235
CCNB1IP1	21946
CCNB2	19962
CCNB3	67373
CCNC	26429
CCND1	13371
CCND2	31622
CCND2-AS1	27419
CCND3	113963
CCNDBP1	11911
CCNE1	12325
CCNE2	15031
CCNF	29465
CCNG1	7447
CCNG2	12858
CCNH	18644
CCNI	27950
CCNI2	6960
CCNJ	17468
CCNJL	60950
CCNK	30115
CCNL1	14260
CCNL2	13629
CCNO	1840
CCNT1	28542
CCNT2	40525
CCNT2-AS1	51975
CCNY	325691
CCNYL1	44634
CCNYL2	64068
CCP110	29551
CCPG1	53155
CCR1	6634
CCR10	2427
CCR2	5635
CCR3	24327
CCR4	3339
CCR5	6066
CCR6	27336
CCR7	6626
CCR8	3976
CCR9	16673
CCRL2	2295
CCS	12802
CCSAP	21938
CCSER1	1474688
CCSER2	45431
CCT2	16151
CCT3	29456
CCT4	20546
CCT5	16493
