gene	chrom	status
4930513N10Rik	chr8	Uncertain
4930515G01Rik	chr5	Uncertain
4930518P08Rik	chr13	Uncertain
4930520O04Rik	chr9	Uncertain
4930521E06Rik	chr1	Uncertain
4930523C07Rik	chr1	Uncertain
4930523O13Rik	chr15	Uncertain
4930524L23Rik	NA	Uncertain
4930524O05Rik	chr19	Uncertain
4930525F21Rik	NA	Uncertain
4930525G20Rik	chr13	Uncertain
4930526L06Rik	chr19	Uncertain
4930527G23Rik	chr18	Uncertain
4930528A17Rik	chr4	Uncertain
4930528D03Rik	chr13	Uncertain
4930529M08Rik	chr2	Uncertain
4930534B04Rik	NA	Uncertain
4930538K18Rik	chr4	Uncertain
4930539E08Rik	chr17	Uncertain
4930539J05Rik	chr3	Uncertain
4930542D17Rik	chr16	Uncertain
4930544D05Rik	chr11	Uncertain
4930544O15Rik	NA	Uncertain
4930545L23Rik	chr2	Uncertain
4930546C10Rik	NA	Uncertain
4930547N16Rik	NA	BAE
4930548H24Rik	chr5	Uncertain
4930549G23Rik	chr18	Uncertain
4930550C14Rik	chr9	Uncertain
4930552P12Rik	chr19	Uncertain
4930556M19Rik	chr15	Uncertain
4930558J18Rik	chr1	Uncertain
4930558K02Rik	NA	Uncertain
4930562F07Rik	chr1	Uncertain
4930563D23Rik	chr16	Uncertain
4930563E22Rik	chr11	Uncertain
4930563M20Rik	chr8	Uncertain
4930564C03Rik	chr17	Uncertain
4930564G21Rik	chr10	Uncertain
4930568K20Rik	chr5	Uncertain
4930570G19Rik	chr3	Uncertain
4930572J05Rik	NA	Uncertain
4930572O13Rik	chr14	Uncertain
4930577N17Rik	chr3	Uncertain
4930578M01Rik	chr15	Uncertain
4930578N16Rik	NA	Uncertain
4930579G18Rik	chr14	Uncertain
4930579G22Rik	NA	Uncertain
4930579G24Rik	chr3	Uncertain
4930579J09Rik	NA	Uncertain
4930579K19Rik	chr9	Uncertain
4930581F22Rik	chr9	Uncertain
4930583H14Rik	NA	Uncertain
4930583K01Rik	chr7	Uncertain
4930588N13Rik	NA	Uncertain
4930590J08Rik	chr6	Uncertain
4930590L20Rik	chr1	Uncertain
4930592A05Rik	chr15	Uncertain
4930592I03Rik	chr18	Uncertain
4931403G20Rik	chr12	Uncertain
4931406C07Rik	chr9	Uncertain
4931406H21Rik	chr14	Uncertain
4931406P16Rik	chr7	Uncertain
4931408A02Rik	NA	Uncertain
4931408C20Rik	chr1	Uncertain
4931408D14Rik	chr19	Uncertain
4931409K22Rik	NA	Uncertain
4931414P19Rik	chr14	Uncertain
4931417G12Rik	chr6	Uncertain
4931423N10Rik	chr2	Uncertain
4931428F04Rik	chr8	Uncertain
4931428L18Rik	chr1	Uncertain
4931429I11Rik	chr9	Uncertain
4931429L15Rik	chr9	Uncertain
4931429P17Rik	chr13	Uncertain
4931430N09Rik	chr6	Uncertain
4931431C16Rik	chr5	Uncertain
4931431F19Rik	chr7	Uncertain
4931440J10Rik	chr14	Uncertain
4931440L10Rik	chr1	Uncertain
4931440P22Rik	chr3	Uncertain
4932411E22Rik	chr11	Uncertain
4932412D23Rik	chr16	Uncertain
4932412H11Rik	NA	Uncertain
4932413F04Rik	chr9	Uncertain
4932414N04Rik	chr2	Uncertain
4932415G12Rik	chr10	Uncertain
4932416H05Rik	chr2	Uncertain
4932418E24Rik	NA	Uncertain
4932435O22Rik	chr11	Uncertain
4932438A13Rik	chr3	BAE
4932438H23Rik	chr16	Uncertain
4932441J04Rik	NA	Uncertain
4932443I19Rik	NA	Uncertain
4933400F21Rik	chr1	Uncertain
4933402D24Rik	chr1	Uncertain
4933403F05Rik	NA	Uncertain
4933404M02Rik	NA	Uncertain
4933404M02Rik1	NA	Uncertain
4933404O12Rik	chr5	Uncertain
4933405L10Rik	chr8	Uncertain
4933406C10Rik	chr12	Uncertain
4933406D12Rik	chr2	Uncertain
4933406G16Rik	chr11	Uncertain
4933406I18Rik	chr7	Uncertain
4933406J10Rik	chr7	Uncertain
4933406M09Rik	chr1	Uncertain
4933407C03Rik	NA	Uncertain
4933407H18Rik	NA	Uncertain
4933407K13Rik	NA	Uncertain
4933407L21Rik	NA	Uncertain
4933408B17Rik	chr18	Uncertain
4933408J17Rik	chr10	Uncertain
4933408N05Rik	chr8	Uncertain
4933411K16Rik	chr19	Uncertain
4933411K20Rik	chr8	Uncertain
4933412E12Rik	chr10	Uncertain
4933413G19Rik	NA	Uncertain
4933413J09Rik	chr14	Uncertain
4933415F23Rik	chr1	Uncertain
4933416C03Rik	chr10	Uncertain
4933417D19Rik	chr8	Uncertain
4933417E11Rik	chr1	Uncertain
4933421E11Rik	NA	Uncertain
4933421O10Rik	chr4	Uncertain
4933422A05Rik	chr9	Uncertain
4933424B01Rik	NA	BAE
4933424G05Rik	chr18	Uncertain
4933424G06Rik	chr1	Uncertain
4933425B07Rik	chr14	Uncertain
4933425O20Rik	NA	Uncertain
4933426D04Rik	chr5	Uncertain
4933426M11Rik	chr12	Uncertain
4933427D06Rik	chr6	Uncertain
4933427E11Rik	chr15	Uncertain
4933427G17Rik	chr7	Uncertain
4933429O19Rik	chr14	Uncertain
4933430H15Rik	NA	Uncertain
4933430I17Rik	chr4	Uncertain
4933431E20Rik	chr3	Uncertain
4933431G14Rik	chr6	Uncertain
4933432B09Rik	NA	Uncertain
4933432I03Rik	chr14	Uncertain
4933432I09Rik	chr16	Uncertain
4933433G15Rik	chr9	Uncertain
4933433G19Rik	chr13	Uncertain
4933433H22Rik	chr17	Uncertain
4933433P14Rik	NA	Uncertain
4933434E20Rik	chr3	Uncertain
4933436C20Rik	chr8	Uncertain
4933437F05Rik	NA	Uncertain
4933439C10Rik	chr11	Uncertain
4933439F18Rik	NA	Uncertain
4933439K11Rik	chr1	Uncertain
4933440J02Rik	chr10	Uncertain
5-Mar	NA	Uncertain
5031414D18Rik	chr14	Uncertain
5031425E22Rik	chr5	Uncertain
5031425F14Rik	chr2	Uncertain
5031426D15Rik	chr2	Uncertain
5031434C07Rik	chr6	Uncertain
5031434O11Rik	chr3	Uncertain
5031439G07Rik	chr15	Uncertain
5033406O09Rik	chr12	Uncertain
5033411D12Rik	chr13	Uncertain
5033414D02Rik	NA	Uncertain
5133401N09Rik	NA	Uncertain
5330411J11Rik	chr2	Uncertain
5330413P13Rik	chr2	Uncertain
5330417C22Rik	chr3	Uncertain
5330426P16Rik	chr16	Uncertain
5330434G04Rik	NA	Uncertain
5330437I02Rik	NA	Uncertain
5430402O13Rik	chr6	Uncertain
5430403N17Rik	chr8	Uncertain
5430405G05Rik	NA	Uncertain
5430405H02Rik	chr2	Uncertain
5430407P10Rik	NA	Uncertain
5430411K18Rik	NA	Uncertain
5430416N02Rik	chr5	Uncertain
5430416O09Rik	chr4	Uncertain
5430417L22Rik	chr2	Uncertain
5430419D17Rik	chr7	Uncertain
5430427M07Rik	chr12	Uncertain
5430435G22Rik	chr1	Uncertain
5430437J10Rik	chr15	Uncertain
5430437P03Rik	NA	Uncertain
5530401A14Rik	chr11	Uncertain
5530601H04Rik	NA	Uncertain
5730403B10Rik	NA	Uncertain
5730403I07Rik	chr9	Uncertain
5730405O15Rik	NA	Uncertain
5730408K05Rik	chr19	Uncertain
5730409E04Rik	chr4	Uncertain
5730419I09Rik	NA	Uncertain
5730420D15Rik	chr10	Uncertain
5730422E09Rik	chr5	Uncertain
5730435O14Rik	chr10	Uncertain
5730437N04Rik	NA	BAE
5730455O13Rik	NA	Uncertain
5730455P16Rik	chr11	Uncertain
5730469M10Rik	NA	rMAE
5730480H06Rik	chr5	Uncertain
5730488B01Rik	chr4	Uncertain
5730494M16Rik	NA	Uncertain
5730494N06Rik	NA	Uncertain
5730508B09Rik	chr3	Uncertain
5730528L13Rik	NA	Uncertain
5730559C18Rik	chr1	Uncertain
5730577I03Rik	chr9	Uncertain
5730590G19Rik	NA	Uncertain
5830415F09Rik	chr4	Uncertain
5830416P10Rik	chr19	Uncertain
5830417I10Rik	chr3	Uncertain
5830418K08Rik	chr9	BAE
5830418P13Rik	chr9	Uncertain
5830428M24Rik	chr12	Uncertain
5830432E09Rik	chr7	Uncertain
5830433M19Rik	NA	Uncertain
5830454E08Rik	chr9	Uncertain
5830473C10Rik	chr5	Uncertain
5930403L14Rik	chr4	Uncertain
5930412G12Rik	chr5	Uncertain
5930416I19Rik	NA	Uncertain
5930434B04Rik	NA	Uncertain
6-Mar	NA	Uncertain
6030405A18Rik	NA	Uncertain
6030408B16Rik	chr15	Uncertain
6030419C18Rik	chr9	Uncertain
6030422M02Rik	NA	BAE
6030429G01Rik	NA	Uncertain
6030446N20Rik	NA	Uncertain
6030458C11Rik	chr15	Uncertain
6230409E13Rik	NA	Uncertain
6230427J02Rik	NA	Uncertain
6330403A02Rik	chr1	Uncertain
6330403K07Rik	chr11	Uncertain
6330407A03Rik	chr4	Uncertain
6330407J23Rik	NA	Uncertain
6330408A02Rik	chr7	Uncertain
6330409N04Rik	NA	Uncertain
6330415B21Rik	chr6	Uncertain
6330416G13Rik	chr4	Uncertain
6330418K02Rik	chr5	Uncertain
6330439K17Rik	NA	Uncertain
6330503K22Rik	NA	BAE
6330512M04Rik	NA	Uncertain
6330545A04Rik	NA	Uncertain
6330577E15Rik	NA	Uncertain
6330578E17Rik	NA	Uncertain
6430527G18Rik	NA	Uncertain
6430531B16Rik	chr7	Uncertain
6430548M08Rik	chr8	Uncertain
6430550D23Rik	chr2	Uncertain
6430562O15Rik	chr13	Uncertain
6430571L13Rik	chr9	Uncertain
6430573F11Rik	chr8	Uncertain
6430584L05Rik	chr6	Uncertain
6430598A04Rik	NA	Uncertain
6430704M03Rik	NA	Uncertain
6530401N04Rik	NA	Uncertain
6530402F18Rik	chr2	Uncertain
6530411M01Rik	chr17	Uncertain
6530418L21Rik	NA	Uncertain
6720401G13Rik	NA	Uncertain
6720456B07Rik	NA	Uncertain
6720456H20Rik	chr14	Uncertain
6720463M24Rik	NA	BAE
6720483E21Rik	chr1	Uncertain
6720489N17Rik	chr13	Uncertain
6820408C15Rik	NA	Uncertain
6820431F20Rik	chr8	Uncertain
7-Mar	NA	Uncertain
7-Sep	NA	Uncertain
7420700N18Rik	chr8	Uncertain
7530420F21Rik	chr1	Uncertain
8-Mar	NA	Uncertain
8030423J24Rik	chr13	Uncertain
8030462N17Rik	chr18	Uncertain
8430406I07Rik	NA	BAE
8430408G22Rik	chr6	Uncertain
8430410A17Rik	chr6	Uncertain
8430410K20Rik	NA	Uncertain
8430419L09Rik	chr6	rMAE
8430423G03Rik	chr5	Uncertain
8430427H17Rik	chr2	Uncertain
8430429K09Rik	chr11	Uncertain
8430431K14Rik	chr19	Uncertain
8430436N08Rik	chr4	Uncertain
9-Mar	NA	Uncertain
9-Sep	NA	Uncertain
9030204H09Rik	chr2	Uncertain
9030224M15Rik	NA	Uncertain
9030409G11Rik	NA	Uncertain
9030418K01Rik	NA	Uncertain
9030425E11Rik	NA	Uncertain
9030612E09Rik	chr10	Uncertain
9030617O03Rik	chr12	Uncertain
9030619P08Rik	chr15	Uncertain
9030624J02Rik	chr7	BAE
9030625A04Rik	NA	Uncertain
9130008F23Rik	chr17	Uncertain
9130011E15Rik	chr19	Uncertain
9130011J15Rik	NA	Uncertain
9130015A21Rik	chr12	Uncertain
9130017N09Rik	chr10	Uncertain
9130019O22Rik	chr7	Uncertain
9130019P16Rik	chr6	Uncertain
9130023H24Rik	chr7	Uncertain
9130024F11Rik	chr1	Uncertain
9130206I24Rik	chr4	Uncertain
9130209A04Rik	chr18	Uncertain
9130221H12Rik	chr7	Uncertain
9130227L01Rik	chr1	Uncertain
9130230L23Rik	chr5	Uncertain
9130401M01Rik	chr15	Uncertain
9230104L09Rik	chr2	Uncertain
9230105E05Rik	chr10	Uncertain
9230110C19Rik	chr9	Uncertain
9230114K14Rik	chr5	Uncertain
9230115E21Rik	NA	Uncertain
9230116N13Rik	chr1	Uncertain
9330020H09Rik	chr15	Uncertain
9330111N05Rik	chr13	Uncertain
9330117O12Rik	chr18	Uncertain
9330133O14Rik	chr8	Uncertain
9330151L19Rik	chr12	Uncertain
9330159F19Rik	chr10	Uncertain
9330159K06	NA	Uncertain
9330159M07Rik	NA	Uncertain
9330175E14Rik	chr8	Uncertain
9330182L06Rik	chr5	Uncertain
9430008C03Rik	chr2	Uncertain
9430015G10Rik	chr4	Uncertain
9430016H08Rik	chr1	Uncertain
9430018G01Rik	chr6	Uncertain
9430020K01Rik	chr18	Uncertain
9430021M05Rik	chr2	Uncertain
9430023L20Rik	chr15	Uncertain
9430037G07Rik	chr9	Uncertain
9430038I01Rik	chr7	Uncertain
9430041J12Rik	NA	Uncertain
9430060I03Rik	chr1	Uncertain
9430069I07Rik	chr15	Uncertain
9430076C15Rik	chr6	Uncertain
9430083A17Rik	chr13	Uncertain
9530009M10Rik	NA	Uncertain
9530026F06Rik	chr1	Uncertain
9530026P05Rik	chr6	Uncertain
9530053A07Rik	chr7	Uncertain
9530068E07Rik	chr11	Uncertain
9530077C05Rik	chr9	Uncertain
9530080O11Rik	chr4	Uncertain
9530082P21Rik	chr17	Uncertain
9530091C08Rik	chr9	Uncertain
9630028H03Rik	chr2	Uncertain
9630033F20Rik	chr6	Uncertain
9830001H06Rik	chr2	Uncertain
9830132P13Rik	chr3	Uncertain
9830147E19Rik	chr7	Uncertain
9830166K06Rik	chr19	Uncertain
9930013L23Rik	chr7	Uncertain
9930014A18Rik	chr15	Uncertain
9930021D14Rik	NA	Uncertain
9930021J03Rik	chr19	Uncertain
9930023K05Rik	NA	Uncertain
9930104L06Rik	chr4	Uncertain
A030009H04Rik	chr11	Uncertain
A130010J15Rik	chr1	Uncertain
A130022J15Rik	NA	BAE
A130049A11Rik	chr3	Uncertain
A230020J21Rik	chr1	Uncertain
A230028O05Rik	chr16	Uncertain
A230046K03Rik	chr10	Uncertain
A230050P20Rik	chr9	Uncertain
A230051G13Rik	NA	Uncertain
A230056P14Rik	chr7	Uncertain
A230057D06Rik	chr7	Uncertain
A230065H16Rik	chr12	Uncertain
A230072C01Rik	NA	Uncertain
A230072E10Rik	NA	Uncertain
A230073K19Rik	chr7	Uncertain
A230077H06Rik	chr7	Uncertain
A230108P19Rik	chr2	Uncertain
A2ld1	NA	rMAE
A2m	NA	Uncertain
A330009N23Rik	chr15	Uncertain
A330021E22Rik	chr5	Uncertain
A330023F24Rik	chr1	Uncertain
A330032B11Rik	chr19	Uncertain
A330035P11Rik	chr14	Uncertain
A330040F15Rik	NA	Uncertain
A330049M08Rik	NA	Uncertain
A330049N07Rik	chr10	Uncertain
A330050B17Rik	chr3	Uncertain
A330069E16Rik	chr2	Uncertain
A330076H08Rik	chr7	Uncertain
A3galt2	chr4	Uncertain
A430005L14Rik	chr4	Uncertain
A430033K04Rik	chr5	Uncertain
A430071A18Rik	chr11	Uncertain
A430078G23Rik	chr8	rMAE
A430088P11Rik	chr15	Uncertain
A430090L17Rik	chr13	Uncertain
A430092G05Rik	chr2	Uncertain
A430093F15Rik	chr19	Uncertain
A430105I19Rik	chr2	Uncertain
A430107O13Rik	NA	Uncertain
A430107P09Rik	chr14	Uncertain
A430110N23Rik	NA	Uncertain
A4galt	chr15	Uncertain
A530013C23Rik	chr2	Uncertain
A530016L24Rik	chr12	Uncertain
A530046M15Rik	chr13	Uncertain
A530054K11Rik	chr13	Uncertain
A530072M11Rik	chr4	Uncertain
A530098C11Rik	NA	Uncertain
A630001G21Rik	chr1	Uncertain
A630007B06Rik	chr19	Uncertain
A630019I02Rik	chr13	Uncertain
A630020A06	chr15	Uncertain
A630055G03Rik	NA	Uncertain
A630066F11Rik	chr10	Uncertain
A630072M18Rik	chr5	Uncertain
A630075F10Rik	chr2	Uncertain
A630076J17Rik	chr3	Uncertain
A630077J23Rik	chr4	Uncertain
A630089N07Rik	chr16	Uncertain
A630095N17Rik	chr1	Uncertain
A730011L01Rik	NA	Uncertain
A730017C20Rik	chr18	Uncertain
A730017L22Rik	chr2	Uncertain
A730020E08Rik	chr6	Uncertain
A730020M07Rik	chr3	Uncertain
A730036I17Rik	chr2	Uncertain
A730037C10Rik	NA	Uncertain
A730056A06Rik	chr7	Uncertain
A730069N07Rik	NA	Uncertain
A730085A09Rik	chr4	Uncertain
A730090H04Rik	chr11	Uncertain
A730090N16Rik	chr3	Uncertain
A730098P11Rik	chr16	Uncertain
A830007P12Rik	NA	Uncertain
A830010M20Rik	chr5	Uncertain
A830018L16Rik	chr1	Uncertain
A830052D11Rik	chr18	Uncertain
A830080D01Rik	NA	Uncertain
A830082K12Rik	chr13	Uncertain
A830082N09Rik	chr10	Uncertain
A830093I24Rik	NA	Uncertain
A930001A20Rik	chr3	Uncertain
A930001C03Rik	chr19	Uncertain
A930001N09Rik	NA	Uncertain
A930003A15Rik	NA	Uncertain
A930003O13Rik	NA	Uncertain
A930004D18Rik	chr2	Uncertain
A930005H10Rik	chr3	Uncertain
A930005I04Rik	NA	Uncertain
A930006I01Rik	chr2	Uncertain
A930006K02Rik	chr16	Uncertain
A930007I19Rik	chr19	Uncertain
A930009A15Rik	chr10	Uncertain
A930012L18Rik	chr18	Uncertain
A930013F10Rik	chr8	Uncertain
A930015D03Rik	chr17	Uncertain
A930016O22Rik	chr7	Uncertain
A930018P22Rik	chr2	Uncertain
A930019D19Rik	chr2	Uncertain
A930024E05Rik	chr5	Uncertain
A930038C07Rik	NA	Uncertain
AA387883	NA	Uncertain
AA388235	chr17	Uncertain
AA415398	chr4	Uncertain
AA465934	chr11	Uncertain
AA467197	chr2	Uncertain
AA474331	chr10	Uncertain
AA543186	chr2	Uncertain
AA960436	NA	BAE
AA986860	chr1	Uncertain
AA987161	chr13	Uncertain
Aaas	chr15	Uncertain
Aacs	chr5	Uncertain
Aadat	chr8	Uncertain
Aaed1	chr13	Uncertain
Aagab	chr9	Uncertain
Aak1	chr6	Uncertain
Aamdc	chr7	Uncertain
Aamp	chr1	Uncertain
Aanat	chr11	Uncertain
Aar2	chr2	Uncertain
Aard	chr15	Uncertain
Aars	chr8	rMAE
Aars2	chr17	Uncertain
Aarsd1	chr11	Uncertain
Aasdh	chr5	rMAE
Aasdhppt	chr9	Uncertain
Aass	NA	Uncertain
Aatf	chr11	BAE
Aatk	chr11	Uncertain
AB099516	chr15	Uncertain
AB124611	chr9	Uncertain
Abat	chr16	Uncertain
Abca1	chr4	Uncertain
Abca12	NA	Uncertain
Abca13	NA	Uncertain
Abca17	chr17	Uncertain
Abca2	chr2	BAE
Abca3	chr17	Uncertain
Abca4	chr3	Uncertain
Abca5	chr11	Uncertain
Abca6	NA	Uncertain
Abca7	chr10	Uncertain
Abca8a	chr11	Uncertain
Abca8b	chr11	Uncertain
Abca9	chr11	Uncertain
Abcb10	chr8	Uncertain
Abcb11	chr2	Uncertain
Abcb1a	chr5	Uncertain
Abcb1b	chr5	Uncertain
Abcb4	chr5	Uncertain
Abcb6	chr1	Uncertain
Abcb7	NA	Uncertain
Abcb8	chr5	Uncertain
Abcb9	chr5	Uncertain
Abcc1	chr16	BAE
Abcc10	chr17	Uncertain
Abcc12	NA	Uncertain
Abcc2	NA	Uncertain
Abcc3	chr11	Uncertain
Abcc4	chr14	Uncertain
Abcc5	chr16	Uncertain
Abcc6	NA	Uncertain
Abcc8	chr7	Uncertain
Abcd1	NA	Uncertain
Abcd2	chr15	Uncertain
Abcd3	chr3	Uncertain
Abcd4	chr12	Uncertain
Abce1	chr8	BAE
Abcf1	chr17	Uncertain
Abcf2	chr5	BAE
Abcf3	chr16	Uncertain
Abcg1	chr17	Uncertain
Abcg2	chr6	Uncertain
Abcg4	chr9	Uncertain
Abcg8	chr17	Uncertain
Abhd1	chr5	Uncertain
Abhd10	chr16	Uncertain
Abhd11	chr5	Uncertain
Abhd12	chr2	BAE
Abhd13	chr8	Uncertain
Abhd14a	chr9	rMAE
Abhd14b	chr9	Uncertain
Abhd15	chr11	Uncertain
Abhd16a	chr17	Uncertain
Abhd16b	chr2	Uncertain
Abhd2	chr7	Uncertain
Abhd3	chr18	Uncertain
Abhd4	chr14	Uncertain
Abhd5	chr9	Uncertain
Abhd6	chr14	Uncertain
Abhd8	chr8	Uncertain
Abi1	chr2	Uncertain
Abi2	chr1	Uncertain
Abi3	chr11	Uncertain
Abi3bp	chr16	Uncertain
Abl2	chr1	BAE
Ablim1	chr19	Uncertain
Ablim2	chr5	Uncertain
Ablim3	chr18	Uncertain
Abp1	chr6	Uncertain
Abr	chr11	Uncertain
Abra	chr15	BAE
Abracl	chr10	Uncertain
Abtb1	chr6	Uncertain
Abtb2	chr2	Uncertain
Acaa1a	NA	Uncertain
Acaa2	chr18	Uncertain
Acaca	chr11	BAE
Acacb	chr5	Uncertain
Acad10	chr5	Uncertain
Acad11	chr9	Uncertain
Acad12	chr5	Uncertain
Acad9	chr3	BAE
Acadl	chr1	Uncertain
Acadm	chr3	Uncertain
Acads	chr5	Uncertain
Acadsb	chr7	Uncertain
Acadvl	chr11	Uncertain
Acan	chr7	Uncertain
Acap1	chr11	Uncertain
Acap2	chr16	BAE
Acap3	chr4	Uncertain
Acat1	chr9	Uncertain
Acat2	chr17	Uncertain
Acat3	NA	Uncertain
Acbd3	chr1	BAE
Acbd4	chr11	Uncertain
Acbd5	chr2	Uncertain
Acbd6	chr1	Uncertain
Accn1	NA	Uncertain
Accn2	NA	Uncertain
Accn3	NA	Uncertain
Accn5	NA	Uncertain
Accn51	NA	Uncertain
Accs	chr2	Uncertain
Accsl	chr2	Uncertain
Acd	chr8	Uncertain
Ace	chr11	Uncertain
Ace2	NA	Uncertain
Acer2	chr4	Uncertain
Acer3	chr7	Uncertain
Ache	NA	Uncertain
Acin1	chr14	BAE
Acly	chr11	BAE
Acmsd	chr1	Uncertain
Acn9	chr6	Uncertain
Acnat1	chr4	Uncertain
Aco1	chr4	Uncertain
Aco2	chr15	BAE
Acot1	chr12	Uncertain
Acot11	chr4	Uncertain
Acot12	chr13	Uncertain
Acot13	chr13	Uncertain
Acot2	chr12	Uncertain
Acot6	chr12	Uncertain
Acot7	chr4	Uncertain
Acot8	chr2	Uncertain
Acot9	NA	Uncertain
Acox1	chr11	Uncertain
Acox2	chr14	Uncertain
Acox3	chr5	Uncertain
Acoxl	chr2	Uncertain
Acp1	chr12	BAE
Acp2	chr2	Uncertain
Acp5	chr9	Uncertain
Acp6	chr3	Uncertain
Acpl2	chr9	Uncertain
Acpp	chr9	Uncertain
Acpt	chr7	Uncertain
Acr	chr15	Uncertain
Acrbp	chr6	Uncertain
Acrv1	chr9	Uncertain
Acsbg1	chr9	Uncertain
Acsf2	chr11	Uncertain
Acsf3	chr8	Uncertain
Acsl1	chr8	Uncertain
Acsl3	chr1	BAE
Acsl4	NA	Uncertain
Acsl5	chr19	BAE
Acsl6	chr11	Uncertain
Acsm3	chr7	Uncertain
Acsm4	chr7	Uncertain
Acsm5	chr7	Uncertain
Acss1	chr2	Uncertain
Acss2	chr2	Uncertain
Acss3	chr10	Uncertain
Acta1	chr8	Uncertain
Acta2	chr19	Uncertain
Actbl2	NA	Uncertain
Actc1	chr2	Uncertain
Actg1	chr11	Uncertain
Actg2	chr6	Uncertain
Actl10	chr2	Uncertain
Actl11	chr9	Uncertain
Actl6a	chr3	Uncertain
Actl6b	chr5	Uncertain
Actl7a	chr4	Uncertain
Actn1	chr12	Uncertain
Actn2	NA	Uncertain
Actn3	chr19	Uncertain
Actn4	chr7	BAE
Actr10	chr12	Uncertain
Actr1a	chr19	Uncertain
Actr1b	chr1	Uncertain
Actr2	chr11	BAE
Actr3	chr1	BAE
Actr3b	chr5	Uncertain
Actr5	chr2	Uncertain
Actr6	chr10	Uncertain
Actr8	chr14	Uncertain
Acvr1	chr2	Uncertain
Acvr1b	chr15	Uncertain
Acvr1c	chr2	Uncertain
Acvr2a	chr2	Uncertain
Acvr2b	chr9	Uncertain
Acvrl1	chr15	Uncertain
Acy1	chr9	Uncertain
Acy3	chr19	Uncertain
Acyp1	chr12	Uncertain
Acyp2	chr11	Uncertain
Ada	chr2	Uncertain
Adal	chr2	Uncertain
Adam10	chr9	Uncertain
Adam11	chr11	Uncertain
Adam12	chr7	Uncertain
Adam15	chr3	Uncertain
Adam17	chr12	Uncertain
Adam19	chr11	Uncertain
Adam1a	chr5	Uncertain
Adam1b	chr5	Uncertain
Adam22	chr5	Uncertain
Adam23	chr1	Uncertain
Adam28	NA	Uncertain
Adam30	chr3	Uncertain
Adam32	chr8	Uncertain
Adam33	chr2	Uncertain
Adam4	chr12	Uncertain
Adam5	chr8	Uncertain
Adam7	NA	Uncertain
Adam8	chr7	Uncertain
Adam9	chr8	BAE
Adamdec1	chr14	Uncertain
Adamts1	chr16	Uncertain
Adamts10	chr17	Uncertain
Adamts12	chr15	Uncertain
Adamts13	chr2	Uncertain
Adamts14	chr10	Uncertain
Adamts15	chr9	Uncertain
Adamts16	chr13	Uncertain
Adamts17	chr7	Uncertain
Adamts18	chr8	Uncertain
Adamts19	NA	Uncertain
Adamts2	chr11	Uncertain
Adamts20	chr15	Uncertain
Adamts3	NA	Uncertain
Adamts4	chr1	Uncertain
Adamts5	chr16	Uncertain
Adamts6	chr13	Uncertain
Adamts7	chr9	BAE
Adamts8	chr9	Uncertain
Adamts9	chr6	Uncertain
Adamtsl1	chr4	Uncertain
Adamtsl2	chr2	Uncertain
Adamtsl3	chr7	Uncertain
Adamtsl4	chr3	Uncertain
Adamtsl5	chr10	Uncertain
Adap1	chr5	Uncertain
Adap2	chr11	Uncertain
Adar	chr3	Uncertain
Adarb1	chr10	Uncertain
Adarb2	chr13	Uncertain
Adat1	chr8	BAE
Adat2	chr10	Uncertain
Adat3	chr10	Uncertain
Adc	chr4	Uncertain
Adck1	chr12	Uncertain
Adck2	chr6	Uncertain
Adck3	chr1	Uncertain
Adck4	chr7	Uncertain
Adck5	chr15	Uncertain
Adcy1	chr11	Uncertain
Adcy10	chr1	Uncertain
Adcy2	NA	Uncertain
Adcy3	chr12	Uncertain
Adcy4	chr14	Uncertain
Adcy5	chr16	Uncertain
Adcy6	chr15	Uncertain
Adcy7	chr8	BAE
Adcy8	chr15	Uncertain
Adcy9	chr16	Uncertain
Adcyap1r1	chr6	Uncertain
Add1	chr5	Uncertain
Add2	chr6	Uncertain
Adgb	chr10	Uncertain
Adh1	chr3	Uncertain
Adh5	chr3	Uncertain
Adh6-ps1	chr3	Uncertain
Adh7	chr3	Uncertain
Adhfe1	chr1	Uncertain
Adi1	chr12	Uncertain
Adipoq	chr16	Uncertain
Adipor1	chr1	Uncertain
Adipor2	chr6	BAE
Adk	chr14	Uncertain
Adm	NA	Uncertain
Adm2	chr15	Uncertain
Adnp	chr2	Uncertain
Adnp2	chr18	rMAE
Ado	chr10	Uncertain
Adora1	chr1	Uncertain
Adora2a	chr10	Uncertain
Adora2b	chr11	Uncertain
Adora3	chr3	Uncertain
Adpgk	chr9	BAE
Adprhl1	chr8	Uncertain
Adprhl2	chr4	Uncertain
Adprm	chr11	Uncertain
Adra1a	NA	Uncertain
Adra1b	chr11	Uncertain
Adra1d	chr2	Uncertain
Adra2a	chr19	Uncertain
Adra2b	chr2	Uncertain
Adra2c	NA	Uncertain
Adrb1	chr19	Uncertain
Adrb2	chr18	Uncertain
Adrbk1	chr19	Uncertain
Adrbk2	chr5	Uncertain
Adrm1	chr2	Uncertain
Adsl	chr15	Uncertain
Adss	chr1	Uncertain
Adssl1	chr12	Uncertain
Adtrp	chr13	Uncertain
Aebp1	chr11	Uncertain
Aebp2	chr6	Uncertain
Aen	chr7	Uncertain
Aes	chr10	Uncertain
AF251705	chr11	Uncertain
AF357399	chr7	Uncertain
AF529169	NA	Uncertain
Afap1	chr5	rMAE
Afap1l1	chr18	Uncertain
Afap1l2	chr19	Uncertain
Aff1	chr5	rMAE
Aff2	NA	Uncertain
